indicator,year,proper_name,name,category,group,response,value
diabetes,2018,Connecticut,connecticut,Gender,Female,has_diabetes,0.09
diabetes,2018,Connecticut,connecticut,Age,Ages 18-34,has_diabetes,0.03
diabetes,2018,Connecticut,connecticut,Age,Ages 35-49,has_diabetes,0.06
diabetes,2018,Connecticut,connecticut,Age,Ages 50-64,has_diabetes,0.12
diabetes,2018,Connecticut,connecticut,Age,Ages 65+,has_diabetes,0.21
diabetes,2018,Connecticut,connecticut,Race/Ethnicity,White,has_diabetes,0.09
diabetes,2018,Connecticut,connecticut,Race/Ethnicity,Black,has_diabetes,0.14
diabetes,2018,Connecticut,connecticut,Race/Ethnicity,Latino,has_diabetes,0.09
diabetes,2018,Connecticut,connecticut,Education,High school or less,has_diabetes,0.14
diabetes,2018,Connecticut,connecticut,Education,Some college or Associate's,has_diabetes,0.1
diabetes,2018,Connecticut,connecticut,Education,Bachelor's or higher,has_diabetes,0.07
diabetes,2018,Connecticut,connecticut,Income,Under $30K,has_diabetes,0.16
diabetes,2018,Connecticut,connecticut,Income,$30K-$100K,has_diabetes,0.1
diabetes,2018,Connecticut,connecticut,Income,$100K+,has_diabetes,0.05
diabetes,2018,Connecticut,connecticut,With children,No children,has_diabetes,0.12
diabetes,2018,Connecticut,connecticut,With children,Children in household,has_diabetes,0.06
diabetes,2018,Danbury,danbury,Total,Danbury,has_diabetes,0.07
diabetes,2018,Darien,darien,Total,Darien,has_diabetes,0.03
diabetes,2018,Derby,derby,Total,Derby,has_diabetes,0.08
diabetes,2018,East Hartford,east_hartford,Total,East Hartford,has_diabetes,0.2
diabetes,2018,East Haven,east_haven,Total,East Haven,has_diabetes,0.13
diabetes,2018,Ehhd,ehhd,Total,Ehhd,has_diabetes,0.08
diabetes,2018,Fairfield,fairfield,Total,Fairfield,has_diabetes,0.06
diabetes,2018,Fairfield County,fairfield_county,Total,Fairfield County,has_diabetes,0.09
diabetes,2018,Fairfield County,fairfield_county,Gender,Male,has_diabetes,0.1
diabetes,2018,Fairfield County,fairfield_county,Gender,Female,has_diabetes,0.07
diabetes,2018,Fairfield County,fairfield_county,Age,Ages 18-34,has_diabetes,0.03
diabetes,2018,Fairfield County,fairfield_county,Age,Ages 35-49,has_diabetes,0.04
diabetes,2018,Fairfield County,fairfield_county,Age,Ages 50-64,has_diabetes,0.11
diabetes,2018,Fairfield County,fairfield_county,Age,Ages 65+,has_diabetes,0.18
diabetes,2018,Fairfield County,fairfield_county,Race/Ethnicity,White,has_diabetes,0.08
diabetes,2018,Fairfield County,fairfield_county,Race/Ethnicity,Black,has_diabetes,0.12
diabetes,2018,Fairfield County,fairfield_county,Race/Ethnicity,Latino,has_diabetes,0.1
diabetes,2018,Fairfield County,fairfield_county,Education,High school or less,has_diabetes,0.14
diabetes,2018,Fairfield County,fairfield_county,Education,Some college or Associate's,has_diabetes,0.09
diabetes,2018,Fairfield County,fairfield_county,Education,Bachelor's or higher,has_diabetes,0.06
diabetes,2018,Fairfield County,fairfield_county,Income,Under $30K,has_diabetes,0.16
diabetes,2018,Fairfield County,fairfield_county,Income,$30K-$100K,has_diabetes,0.09
diabetes,2018,Fairfield County,fairfield_county,Income,$100K+,has_diabetes,0.05
diabetes,2018,Fairfield County,fairfield_county,With children,No children,has_diabetes,0.1
diabetes,2018,Fairfield County,fairfield_county,With children,Children in household,has_diabetes,0.06
diabetes,2018,Fcht,fcht,Total,Fcht,has_diabetes,0.07
diabetes,2018,Greater Bridgeport,greater_bridgeport,Total,Greater Bridgeport,has_diabetes,0.11
diabetes,2018,Greater Danbury,greater_danbury,Total,Greater Danbury,has_diabetes,0.08
diabetes,2018,Greater Greenwich,greater_greenwich,Total,Greater Greenwich,has_diabetes,0.08
diabetes,2018,Greater Hartford,greater_hartford,Total,Greater Hartford,has_diabetes,0.11
diabetes,2018,Greater Hartford,greater_hartford,Gender,Male,has_diabetes,0.12
diabetes,2018,Greater Hartford,greater_hartford,Gender,Female,has_diabetes,0.1
diabetes,2018,Greater Hartford,greater_hartford,Age,Ages 18-34,has_diabetes,0.04
diabetes,2018,Greater Hartford,greater_hartford,Age,Ages 35-49,has_diabetes,0.07
diabetes,2018,Greater Hartford,greater_hartford,Age,Ages 50-64,has_diabetes,0.13
diabetes,2018,Greater Hartford,greater_hartford,Age,Ages 65+,has_diabetes,0.23
diabetes,2018,Greater Hartford,greater_hartford,Race/Ethnicity,White,has_diabetes,0.1
diabetes,2018,Greater Hartford,greater_hartford,Race/Ethnicity,Black,has_diabetes,0.15
diabetes,2018,Greater Hartford,greater_hartford,Race/Ethnicity,Latino,has_diabetes,0.08
diabetes,2018,Greater Hartford,greater_hartford,Education,High school or less,has_diabetes,0.16
diabetes,2018,Greater Hartford,greater_hartford,Education,Some college or Associate's,has_diabetes,0.12
diabetes,2018,Greater Hartford,greater_hartford,Education,Bachelor's or higher,has_diabetes,0.08
diabetes,2018,Greater Hartford,greater_hartford,Income,Under $30K,has_diabetes,0.18
diabetes,2018,Greater Hartford,greater_hartford,Income,$30K-$100K,has_diabetes,0.11
diabetes,2018,Greater Hartford,greater_hartford,Income,$100K+,has_diabetes,0.05
diabetes,2018,Greater Hartford,greater_hartford,With children,No children,has_diabetes,0.13
diabetes,2018,Greater Hartford,greater_hartford,With children,Children in household,has_diabetes,0.06
diabetes,2018,Greater New Haven,greater_new_haven,Total,Greater New Haven,has_diabetes,0.09
diabetes,2018,Greater New Haven,greater_new_haven,Gender,Male,has_diabetes,0.1
diabetes,2018,Greater New Haven,greater_new_haven,Gender,Female,has_diabetes,0.09
diabetes,2018,Greater New Haven,greater_new_haven,Age,Ages 18-34,has_diabetes,0.02
diabetes,2018,Greater New Haven,greater_new_haven,Age,Ages 35-49,has_diabetes,0.05
diabetes,2018,Greater New Haven,greater_new_haven,Age,Ages 50-64,has_diabetes,0.11
diabetes,2018,Greater New Haven,greater_new_haven,Age,Ages 65+,has_diabetes,0.23
diabetes,2018,Greater New Haven,greater_new_haven,Race/Ethnicity,White,has_diabetes,0.09
diabetes,2018,Greater New Haven,greater_new_haven,Race/Ethnicity,Black,has_diabetes,0.13
diabetes,2018,Greater New Haven,greater_new_haven,Race/Ethnicity,Latino,has_diabetes,0.11
diabetes,2018,Greater New Haven,greater_new_haven,Education,High school or less,has_diabetes,0.13
diabetes,2018,Greater New Haven,greater_new_haven,Education,Some college or Associate's,has_diabetes,0.1
diabetes,2018,Greater New Haven,greater_new_haven,Education,Bachelor's or higher,has_diabetes,0.08
diabetes,2018,Greater New Haven,greater_new_haven,Income,Under $30K,has_diabetes,0.16
diabetes,2018,Greater New Haven,greater_new_haven,Income,$30K-$100K,has_diabetes,0.08
diabetes,2018,Greater New Haven,greater_new_haven,Income,$100K+,has_diabetes,0.04
diabetes,2018,Greater New Haven,greater_new_haven,With children,No children,has_diabetes,0.12
diabetes,2018,Greater New Haven,greater_new_haven,With children,Children in household,has_diabetes,0.04
diabetes,2018,Greater New London,greater_new_london,Total,Greater New London,has_diabetes,0.11
diabetes,2018,Greater Waterbury,greater_waterbury,Total,Greater Waterbury,has_diabetes,0.1
diabetes,2018,Greenwich,greenwich,Total,Greenwich,has_diabetes,0.06
diabetes,2018,Groton,groton,Total,Groton,has_diabetes,0.1
diabetes,2018,Hamden,hamden,Total,Hamden,has_diabetes,0.1
diabetes,2018,Hartford,hartford,Total,Hartford,has_diabetes,0.13
diabetes,2018,Hartford Inner Ring,hartford_inner_ring,Total,Hartford Inner Ring,has_diabetes,0.13
diabetes,2018,Hartford Outer Ring,hartford_outer_ring,Total,Hartford Outer Ring,has_diabetes,0.08
diabetes,2018,Litchfield County,litchfield_county,Total,Litchfield County,has_diabetes,0.07
diabetes,2018,Manchester,manchester,Total,Manchester,has_diabetes,0.08
diabetes,2018,Meriden,meriden,Total,Meriden,has_diabetes,0.13
diabetes,2018,Middlesex County,middlesex_county,Total,Middlesex County,has_diabetes,0.07
diabetes,2018,Middletown,middletown,Total,Middletown,has_diabetes,0.09
diabetes,2018,Milford,milford,Total,Milford,has_diabetes,0.1
diabetes,2018,Monroe,monroe,Total,Monroe,has_diabetes,0.1
diabetes,2018,Naugatuck,naugatuck,Total,Naugatuck,has_diabetes,0.11
diabetes,2018,Ncdhd,ncdhd,Total,Ncdhd,has_diabetes,0.09
diabetes,2018,Nddh,nddh,Total,Nddh,has_diabetes,0.15
diabetes,2018,New Britain,new_britain,Total,New Britain,has_diabetes,0.11
diabetes,2018,New Haven,new_haven,Total,New Haven,has_diabetes,0.1
diabetes,2018,New Haven County,new_haven_county,Total,New Haven County,has_diabetes,0.1
diabetes,2018,New Haven Inner Ring,new_haven_inner_ring,Total,New Haven Inner Ring,has_diabetes,0.11
diabetes,2018,New Haven Outer Ring,new_haven_outer_ring,Total,New Haven Outer Ring,has_diabetes,0.09
diabetes,2018,New London,new_london,Total,New London,has_diabetes,0.12
diabetes,2018,New London County,new_london_county,Total,New London County,has_diabetes,0.12
diabetes,2018,New Milford,new_milford,Total,New Milford,has_diabetes,0.08
diabetes,2018,Newtown,newtown,Total,Newtown,has_diabetes,0.07
diabetes,2018,Norwalk,norwalk,Total,Norwalk,has_diabetes,0.09
diabetes,2018,Norwich,norwich,Total,Norwich,has_diabetes,0.17
diabetes,2018,Nyborder,nyborder,Total,Nyborder,has_diabetes,0.11
diabetes,2018,Oxford,oxford,Total,Oxford,has_diabetes,0.07
diabetes,2018,Pomperaug,pomperaug,Total,Pomperaug,has_diabetes,0.12
diabetes,2018,Port Chester Ny,port_chester_ny,Total,Port Chester Ny,has_diabetes,0.11
diabetes,2018,Seymour,seymour,Total,Seymour,has_diabetes,0.07
diabetes,2018,Shelton,shelton,Total,Shelton,has_diabetes,0.1
diabetes,2018,Stamford,stamford,Total,Stamford,has_diabetes,0.09
diabetes,2018,Stratford,stratford,Total,Stratford,has_diabetes,0.14
diabetes,2018,Tolland County,tolland_county,Total,Tolland County,has_diabetes,0.08
diabetes,2018,Trumbull,trumbull,Total,Trumbull,has_diabetes,0.1
diabetes,2018,Valley,valley,Total,Valley,has_diabetes,0.1
diabetes,2018,Valley,valley,Gender,Male,has_diabetes,0.12
diabetes,2018,Valley,valley,Gender,Female,has_diabetes,0.08
diabetes,2018,Valley,valley,Age,Ages 18-34,has_diabetes,0.01
diabetes,2018,Valley,valley,Age,Ages 35-49,has_diabetes,0.04
diabetes,2018,Valley,valley,Age,Ages 50-64,has_diabetes,0.17
diabetes,2018,Valley,valley,Age,Ages 65+,has_diabetes,0.17
diabetes,2018,Valley,valley,Race/Ethnicity,White,has_diabetes,0.1
diabetes,2018,Valley,valley,Race/Ethnicity,Not white,has_diabetes,0.09
diabetes,2018,Valley,valley,Education,High school or less,has_diabetes,0.11
diabetes,2018,Valley,valley,Education,Some college or Associate's,has_diabetes,0.11
diabetes,2018,Valley,valley,Education,Bachelor's or higher,has_diabetes,0.08
diabetes,2018,Valley,valley,Income,Under $30K,has_diabetes,0.14
diabetes,2018,Valley,valley,Income,$30K-$75K,has_diabetes,0.09
diabetes,2018,Valley,valley,Income,$75K+,has_diabetes,0.08
diabetes,2018,Valley,valley,With children,No children,has_diabetes,0.12
diabetes,2018,Valley,valley,With children,Children in household,has_diabetes,0.05
diabetes,2018,Wallingford,wallingford,Total,Wallingford,has_diabetes,0.11
diabetes,2018,Waterbury,waterbury,Total,Waterbury,has_diabetes,0.12
diabetes,2018,West Hartford,west_hartford,Total,West Hartford,has_diabetes,0.06
diabetes,2018,West Haven,west_haven,Total,West Haven,has_diabetes,0.14
diabetes,2018,Windham,windham,Total,Windham,has_diabetes,0.13
diabetes,2018,Windham County,windham_county,Total,Windham County,has_diabetes,0.14
asthma,2018,5ct,5ct,Wealthy,Wealthy,asthma,0.05
asthma,2018,5ct,5ct,Suburban,Suburban,asthma,0.08
asthma,2018,5ct,5ct,Rural,Rural,asthma,0.12
asthma,2018,5ct,5ct,Urban Periphery,Urban Periphery,asthma,0.1
asthma,2018,5ct,5ct,Urban Core,Urban Core,asthma,0.15
asthma,2018,Ansonia,ansonia,Total,Ansonia,asthma,0.13
asthma,2018,Bridgeport,bridgeport,Total,Bridgeport,asthma,0.14
asthma,2018,Bristol,bristol,Total,Bristol,asthma,0.11
asthma,2018,Cchd Central Ct Health District,cchd_central_ct_health_district,Total,Cchd Central Ct Health District,asthma,0.08
asthma,2018,Chesprocott,chesprocott,Total,Chesprocott,asthma,0.11
asthma,2018,Connecticut,connecticut,Total,Connecticut,asthma,0.11
asthma,2018,Connecticut,connecticut,Gender,Male,asthma,0.07
asthma,2018,Connecticut,connecticut,Gender,Female,asthma,0.13
asthma,2018,Connecticut,connecticut,Age,Ages 18-34,asthma,0.13
asthma,2018,Connecticut,connecticut,Age,Ages 35-49,asthma,0.12
asthma,2018,Connecticut,connecticut,Age,Ages 50-64,asthma,0.09
asthma,2018,Connecticut,connecticut,Age,Ages 65+,asthma,0.07
asthma,2018,Connecticut,connecticut,Race/Ethnicity,White,asthma,0.1
asthma,2018,Connecticut,connecticut,Race/Ethnicity,Black,asthma,0.11
asthma,2018,Connecticut,connecticut,Race/Ethnicity,Latino,asthma,0.17
asthma,2018,Connecticut,connecticut,Education,High school or less,asthma,0.12
asthma,2018,Connecticut,connecticut,Education,Some college or Associate's,asthma,0.12
asthma,2018,Connecticut,connecticut,Education,Bachelor's or higher,asthma,0.09
asthma,2018,Connecticut,connecticut,Income,Under $30K,asthma,0.16
asthma,2018,Connecticut,connecticut,Income,$30K-$100K,asthma,0.1
asthma,2018,Connecticut,connecticut,Income,$100K+,asthma,0.08
asthma,2018,Connecticut,connecticut,With children,No children,asthma,0.1
asthma,2018,Connecticut,connecticut,With children,Children in household,asthma,0.12
asthma,2018,Danbury,danbury,Total,Danbury,asthma,0.09
asthma,2018,Darien,darien,Total,Darien,asthma,0.04
asthma,2018,Derby,derby,Total,Derby,asthma,0.09
asthma,2018,East Hartford,east_hartford,Total,East Hartford,asthma,0.11
asthma,2018,East Haven,east_haven,Total,East Haven,asthma,0.09
asthma,2018,Ehhd,ehhd,Total,Ehhd,asthma,0.08
asthma,2018,Fairfield,fairfield,Total,Fairfield,asthma,0.09
asthma,2018,Fairfield County,fairfield_county,Total,Fairfield County,asthma,0.09
asthma,2018,Fairfield County,fairfield_county,Gender,Male,asthma,0.06
asthma,2018,Fairfield County,fairfield_county,Gender,Female,asthma,0.11
asthma,2018,Fairfield County,fairfield_county,Age,Ages 18-34,asthma,0.1
asthma,2018,Fairfield County,fairfield_county,Age,Ages 35-49,asthma,0.08
asthma,2018,Fairfield County,fairfield_county,Age,Ages 50-64,asthma,0.09
asthma,2018,Fairfield County,fairfield_county,Age,Ages 65+,asthma,0.07
asthma,2018,Fairfield County,fairfield_county,Race/Ethnicity,White,asthma,0.08
asthma,2018,Fairfield County,fairfield_county,Race/Ethnicity,Black,asthma,0.1
asthma,2018,Fairfield County,fairfield_county,Race/Ethnicity,Latino,asthma,0.14
asthma,2018,Fairfield County,fairfield_county,Education,High school or less,asthma,0.1
asthma,2018,Fairfield County,fairfield_county,Education,Some college or Associate's,asthma,0.09
asthma,2018,Fairfield County,fairfield_county,Education,Bachelor's or higher,asthma,0.07
asthma,2018,Fairfield County,fairfield_county,Income,Under $30K,asthma,0.12
asthma,2018,Fairfield County,fairfield_county,Income,$30K-$100K,asthma,0.08
asthma,2018,Fairfield County,fairfield_county,Income,$100K+,asthma,0.07
asthma,2018,Fairfield County,fairfield_county,With children,No children,asthma,0.09
asthma,2018,Fairfield County,fairfield_county,With children,Children in household,asthma,0.09
asthma,2018,Fcht,fcht,Total,Fcht,asthma,0.1
asthma,2018,Greater Bridgeport,greater_bridgeport,Total,Greater Bridgeport,asthma,0.12
asthma,2018,Greater Danbury,greater_danbury,Total,Greater Danbury,asthma,0.08
asthma,2018,Greater Greenwich,greater_greenwich,Total,Greater Greenwich,asthma,0.06
asthma,2018,Greater Hartford,greater_hartford,Total,Greater Hartford,asthma,0.11
asthma,2018,Greater Hartford,greater_hartford,Gender,Male,asthma,0.08
asthma,2018,Greater Hartford,greater_hartford,Gender,Female,asthma,0.13
asthma,2018,Greater Hartford,greater_hartford,Age,Ages 18-34,asthma,0.15
asthma,2018,Greater Hartford,greater_hartford,Age,Ages 35-49,asthma,0.14
asthma,2018,Greater Hartford,greater_hartford,Age,Ages 50-64,asthma,0.07
asthma,2018,Greater Hartford,greater_hartford,Age,Ages 65+,asthma,0.07
asthma,2018,Greater Hartford,greater_hartford,Race/Ethnicity,White,asthma,0.1
asthma,2018,Greater Hartford,greater_hartford,Race/Ethnicity,Black,asthma,0.11
asthma,2018,Greater Hartford,greater_hartford,Race/Ethnicity,Latino,asthma,0.19
asthma,2018,Greater Hartford,greater_hartford,Education,High school or less,asthma,0.1
asthma,2018,Greater Hartford,greater_hartford,Education,Some college or Associate's,asthma,0.12
asthma,2018,Greater Hartford,greater_hartford,Education,Bachelor's or higher,asthma,0.1
asthma,2018,Greater Hartford,greater_hartford,Income,Under $30K,asthma,0.14
asthma,2018,Greater Hartford,greater_hartford,Income,$30K-$100K,asthma,0.11
asthma,2018,Greater Hartford,greater_hartford,Income,$100K+,asthma,0.08
asthma,2018,Greater Hartford,greater_hartford,With children,No children,asthma,0.1
asthma,2018,Greater Hartford,greater_hartford,With children,Children in household,asthma,0.12
asthma,2018,Greater New Haven,greater_new_haven,Total,Greater New Haven,asthma,0.11
asthma,2018,Greater New Haven,greater_new_haven,Gender,Male,asthma,0.09
asthma,2018,Greater New Haven,greater_new_haven,Gender,Female,asthma,0.13
asthma,2018,Greater New Haven,greater_new_haven,Age,Ages 18-34,asthma,0.14
asthma,2018,Greater New Haven,greater_new_haven,Age,Ages 35-49,asthma,0.12
asthma,2018,Greater New Haven,greater_new_haven,Age,Ages 50-64,asthma,0.1
asthma,2018,Greater New Haven,greater_new_haven,Age,Ages 65+,asthma,0.08
asthma,2018,Greater New Haven,greater_new_haven,Race/Ethnicity,White,asthma,0.1
asthma,2018,Greater New Haven,greater_new_haven,Race/Ethnicity,Black,asthma,0.13
asthma,2018,Greater New Haven,greater_new_haven,Education,High school or less,asthma,0.13
asthma,2018,Greater New Haven,greater_new_haven,Education,Some college or Associate's,asthma,0.14
asthma,2018,Greater New Haven,greater_new_haven,Education,Bachelor's or higher,asthma,0.08
asthma,2018,Greater New Haven,greater_new_haven,With children,No children,asthma,0.1
asthma,2018,Greater New Haven,greater_new_haven,With children,Children in household,asthma,0.13
asthma,2018,Greater New London,greater_new_london,Total,Greater New London,asthma,0.12
asthma,2018,Greater Waterbury,greater_waterbury,Total,Greater Waterbury,asthma,0.11
asthma,2018,Groton,groton,Total,Groton,asthma,0.12
asthma,2018,Hamden,hamden,Total,Hamden,asthma,0.11
asthma,2018,Hartford,hartford,Total,Hartford,asthma,0.16
asthma,2018,Hartford Inner Ring,hartford_inner_ring,Total,Hartford Inner Ring,asthma,0.1
asthma,2018,Hartford Outer Ring,hartford_outer_ring,Total,Hartford Outer Ring,asthma,0.09
asthma,2018,Litchfield County,litchfield_county,Total,Litchfield County,asthma,0.1
asthma,2018,Manchester,manchester,Total,Manchester,asthma,0.12
asthma,2018,Middlesex County,middlesex_county,Total,Middlesex County,asthma,0.09
asthma,2018,Middletown,middletown,Total,Middletown,asthma,0.13
asthma,2018,Milford,milford,Total,Milford,asthma,0.13
asthma,2018,Monroe,monroe,Total,Monroe,asthma,0.15
asthma,2018,Naugatuck,naugatuck,Total,Naugatuck,asthma,0.12
asthma,2018,Ncdhd,ncdhd,Total,Ncdhd,asthma,0.13
asthma,2018,Nddh,nddh,Total,Nddh,asthma,0.14
asthma,2018,New Britain,new_britain,Total,New Britain,asthma,0.12
asthma,2018,New Haven,new_haven,Total,New Haven,asthma,0.14
asthma,2018,New Haven County,new_haven_county,Total,New Haven County,asthma,0.11
asthma,2018,New Haven Inner Ring,new_haven_inner_ring,Total,New Haven Inner Ring,asthma,0.1
asthma,2018,New Haven Outer Ring,new_haven_outer_ring,Total,New Haven Outer Ring,asthma,0.12
asthma,2018,New London County,new_london_county,Total,New London County,asthma,0.11
asthma,2018,New Milford,new_milford,Total,New Milford,asthma,0.09
asthma,2018,Newtown,newtown,Total,Newtown,asthma,0.12
asthma,2018,Norwalk,norwalk,Total,Norwalk,asthma,0.07
asthma,2018,Norwich,norwich,Total,Norwich,asthma,0.16
asthma,2018,Nyborder,nyborder,Total,Nyborder,asthma,0.07
asthma,2018,Oxford,oxford,Total,Oxford,asthma,0.15
asthma,2018,Pomperaug,pomperaug,Total,Pomperaug,asthma,0.08
asthma,2018,Seymour,seymour,Total,Seymour,asthma,0.09
asthma,2018,Shelton,shelton,Total,Shelton,asthma,0.08
asthma,2018,Stamford,stamford,Total,Stamford,asthma,0.08
asthma,2018,Stratford,stratford,Total,Stratford,asthma,0.11
asthma,2018,Tolland County,tolland_county,Total,Tolland County,asthma,0.13
asthma,2018,Trumbull,trumbull,Total,Trumbull,asthma,0.07
asthma,2018,Valley,valley,Total,Valley,asthma,0.11
asthma,2018,Wallingford,wallingford,Total,Wallingford,asthma,0.07
asthma,2018,Waterbury,waterbury,Total,Waterbury,asthma,0.13
asthma,2018,West Hartford,west_hartford,Total,West Hartford,asthma,0.07
asthma,2018,West Haven,west_haven,Total,West Haven,asthma,0.12
asthma,2018,Windham,windham,Total,Windham,asthma,0.2
asthma,2018,Windham County,windham_county,Total,Windham County,asthma,0.15
obesity,2018,5ct,5ct,Wealthy,Wealthy,obesity,0.17
obesity,2018,5ct,5ct,Suburban,Suburban,obesity,0.25
obesity,2018,5ct,5ct,Rural,Rural,obesity,0.29
obesity,2018,5ct,5ct,Urban Periphery,Urban Periphery,obesity,0.3
obesity,2018,5ct,5ct,Urban Core,Urban Core,obesity,0.37
obesity,2018,Ansonia,ansonia,Total,Ansonia,obesity,0.31
obesity,2018,Bridgeport,bridgeport,Total,Bridgeport,obesity,0.4
obesity,2018,Bristol,bristol,Total,Bristol,obesity,0.34
obesity,2018,Cchd Central Ct Health District,cchd_central_ct_health_district,Total,Cchd Central Ct Health District,obesity,0.3
obesity,2018,Chesprocott,chesprocott,Total,Chesprocott,obesity,0.32
obesity,2018,Connecticut,connecticut,Total,Connecticut,obesity,0.29
obesity,2018,Connecticut,connecticut,Gender,Male,obesity,0.29
obesity,2018,Connecticut,connecticut,Gender,Female,obesity,0.29
obesity,2018,Connecticut,connecticut,Age,Ages 18-34,obesity,0.25
obesity,2018,Connecticut,connecticut,Age,Ages 35-49,obesity,0.32
obesity,2018,Connecticut,connecticut,Age,Ages 50-64,obesity,0.32
obesity,2018,Connecticut,connecticut,Age,Ages 65+,obesity,0.27
obesity,2018,Connecticut,connecticut,Race/Ethnicity,White,obesity,0.28
obesity,2018,Connecticut,connecticut,Race/Ethnicity,Black,obesity,0.35
obesity,2018,Connecticut,connecticut,Race/Ethnicity,Latino,obesity,0.36
obesity,2018,Connecticut,connecticut,Education,High school or less,obesity,0.34
obesity,2018,Connecticut,connecticut,Education,Some college or Associate's,obesity,0.32
obesity,2018,Connecticut,connecticut,Education,Bachelor's or higher,obesity,0.25
obesity,2018,Connecticut,connecticut,Income,Under $30K,obesity,0.36
obesity,2018,Connecticut,connecticut,Income,$30K-$100K,obesity,0.31
obesity,2018,Connecticut,connecticut,Income,$100K+,obesity,0.24
obesity,2018,Connecticut,connecticut,With children,No children,obesity,0.29
obesity,2018,Connecticut,connecticut,With children,Children in household,obesity,0.3
obesity,2018,Danbury,danbury,Total,Danbury,obesity,0.27
obesity,2018,Darien,darien,Total,Darien,obesity,0.12
obesity,2018,Derby,derby,Total,Derby,obesity,0.35
obesity,2018,East Hartford,east_hartford,Total,East Hartford,obesity,0.35
obesity,2018,East Haven,east_haven,Total,East Haven,obesity,0.34
obesity,2018,Ehhd,ehhd,Total,Ehhd,obesity,0.21
obesity,2018,Fairfield,fairfield,Total,Fairfield,obesity,0.26
obesity,2018,Fairfield County,fairfield_county,Total,Fairfield County,obesity,0.27
obesity,2018,Fairfield County,fairfield_county,Gender,Male,obesity,0.27
obesity,2018,Fairfield County,fairfield_county,Gender,Female,obesity,0.26
obesity,2018,Fairfield County,fairfield_county,Age,Ages 18-34,obesity,0.23
obesity,2018,Fairfield County,fairfield_county,Age,Ages 35-49,obesity,0.31
obesity,2018,Fairfield County,fairfield_county,Age,Ages 50-64,obesity,0.3
obesity,2018,Fairfield County,fairfield_county,Age,Ages 65+,obesity,0.23
obesity,2018,Fairfield County,fairfield_county,Race/Ethnicity,White,obesity,0.24
obesity,2018,Fairfield County,fairfield_county,Race/Ethnicity,Black,obesity,0.36
obesity,2018,Fairfield County,fairfield_county,Race/Ethnicity,Latino,obesity,0.35
obesity,2018,Fairfield County,fairfield_county,Education,High school or less,obesity,0.34
obesity,2018,Fairfield County,fairfield_county,Education,Some college or Associate's,obesity,0.3
obesity,2018,Fairfield County,fairfield_county,Education,Bachelor's or higher,obesity,0.22
obesity,2018,Fairfield County,fairfield_county,Income,Under $30K,obesity,0.42
obesity,2018,Fairfield County,fairfield_county,Income,$30K-$100K,obesity,0.29
obesity,2018,Fairfield County,fairfield_county,Income,$100K+,obesity,0.2
obesity,2018,Fairfield County,fairfield_county,With children,No children,obesity,0.26
obesity,2018,Fairfield County,fairfield_county,With children,Children in household,obesity,0.27
obesity,2018,Fcht,fcht,Total,Fcht,obesity,0.19
obesity,2018,Greater Bridgeport,greater_bridgeport,Total,Greater Bridgeport,obesity,0.33
obesity,2018,Greater Danbury,greater_danbury,Total,Greater Danbury,obesity,0.27
obesity,2018,Greater Greenwich,greater_greenwich,Total,Greater Greenwich,obesity,0.2
obesity,2018,Greater Hartford,greater_hartford,Total,Greater Hartford,obesity,0.28
obesity,2018,Greater Hartford,greater_hartford,Gender,Male,obesity,0.27
obesity,2018,Greater Hartford,greater_hartford,Gender,Female,obesity,0.29
obesity,2018,Greater Hartford,greater_hartford,Age,Ages 18-34,obesity,0.23
obesity,2018,Greater Hartford,greater_hartford,Age,Ages 35-49,obesity,0.32
obesity,2018,Greater Hartford,greater_hartford,Age,Ages 50-64,obesity,0.3
obesity,2018,Greater Hartford,greater_hartford,Age,Ages 65+,obesity,0.29
obesity,2018,Greater Hartford,greater_hartford,Race/Ethnicity,White,obesity,0.27
obesity,2018,Greater Hartford,greater_hartford,Race/Ethnicity,Black,obesity,0.32
obesity,2018,Greater Hartford,greater_hartford,Race/Ethnicity,Latino,obesity,0.32
obesity,2018,Greater Hartford,greater_hartford,Education,High school or less,obesity,0.34
obesity,2018,Greater Hartford,greater_hartford,Education,Some college or Associate's,obesity,0.32
obesity,2018,Greater Hartford,greater_hartford,Education,Bachelor's or higher,obesity,0.23
obesity,2018,Greater Hartford,greater_hartford,Income,Under $30K,obesity,0.32
obesity,2018,Greater Hartford,greater_hartford,Income,$30K-$100K,obesity,0.29
obesity,2018,Greater Hartford,greater_hartford,Income,$100K+,obesity,0.25
obesity,2018,Greater Hartford,greater_hartford,With children,No children,obesity,0.28
obesity,2018,Greater Hartford,greater_hartford,With children,Children in household,obesity,0.27
obesity,2018,Greater New Haven,greater_new_haven,Total,Greater New Haven,obesity,0.3
obesity,2018,Greater New Haven,greater_new_haven,Gender,Male,obesity,0.31
obesity,2018,Greater New Haven,greater_new_haven,Gender,Female,obesity,0.28
obesity,2018,Greater New Haven,greater_new_haven,Age,Ages 18-34,obesity,0.27
obesity,2018,Greater New Haven,greater_new_haven,Age,Ages 35-49,obesity,0.31
obesity,2018,Greater New Haven,greater_new_haven,Age,Ages 50-64,obesity,0.34
obesity,2018,Greater New Haven,greater_new_haven,Age,Ages 65+,obesity,0.29
obesity,2018,Greater New Haven,greater_new_haven,Race/Ethnicity,White,obesity,0.27
obesity,2018,Greater New Haven,greater_new_haven,Race/Ethnicity,Black,obesity,0.4
