indicator,level,name,year,group,estimate,moe,share,sharemoe
sex,4_towns,Windham,2018,total_pop,24688,70,NA,NA
sex,4_towns,Windham,2018,male,11628,364,0.471,0.015
sex,4_towns,Windham,2018,female,13060,366,0.529,0.015
sex,4_towns,Windsor,2018,total_pop,28917,38,NA,NA
sex,4_towns,Windsor,2018,male,13483,455,0.466,0.016
sex,4_towns,Windsor,2018,female,15434,460,0.534,0.016
sex,4_towns,Windsor Locks,2018,total_pop,12613,28,NA,NA
sex,4_towns,Windsor Locks,2018,male,6114,325,0.485,0.026
sex,4_towns,Windsor Locks,2018,female,6499,324,0.515,0.026
sex,4_towns,Wolcott,2018,total_pop,16652,30,NA,NA
sex,4_towns,Wolcott,2018,male,8413,409,0.505,0.025
sex,4_towns,Wolcott,2018,female,8239,406,0.495,0.024
sex,4_towns,Woodbridge,2018,total_pop,8868,31,NA,NA
sex,4_towns,Woodbridge,2018,male,4383,236,0.494,0.027
sex,4_towns,Woodbridge,2018,female,4485,237,0.506,0.027
sex,4_towns,Woodbury,2018,total_pop,9617,26,NA,NA
sex,4_towns,Woodbury,2018,male,4575,240,0.476,0.025
sex,4_towns,Woodbury,2018,female,5042,246,0.524,0.026
sex,4_towns,Woodstock,2018,total_pop,7813,37,NA,NA
sex,4_towns,Woodstock,2018,male,3879,255,0.496,0.033
sex,4_towns,Woodstock,2018,female,3934,251,0.504,0.032
race,1_state,Connecticut,2018,total_pop,3581504,0,NA,NA
race,1_state,Connecticut,2018,hispanic,561791,0,0.157,0
race,1_state,Connecticut,2018,white,2418696,1034,0.675,0
race,1_state,Connecticut,2018,black,351817,1870,0.098,0.001
race,1_state,Connecticut,2018,other_race,249200,3176,0.07,0.001
race,2_counties,Fairfield County,2018,total_pop,944348,0,NA,NA
race,2_counties,Fairfield County,2018,hispanic,182653,0,0.193,0
race,2_counties,Fairfield County,2018,white,588974,691,0.624,0.001
race,2_counties,Fairfield County,2018,black,99412,934,0.105,0.001
race,2_counties,Fairfield County,2018,other_race,73309,1706,0.078,0.002
race,2_counties,Hartford County,2018,total_pop,894730,0,NA,NA
race,2_counties,Hartford County,2018,hispanic,157785,0,0.176,0
race,2_counties,Hartford County,2018,white,553425,408,0.619,0
race,2_counties,Hartford County,2018,black,114565,851,0.128,0.001
race,2_counties,Hartford County,2018,other_race,68955,1432,0.077,0.002
race,2_counties,Litchfield County,2018,total_pop,183031,0,NA,NA
race,2_counties,Litchfield County,2018,hispanic,10941,0,0.06,0
race,2_counties,Litchfield County,2018,white,162898,148,0.89,0.001
race,2_counties,Litchfield County,2018,black,2863,185,0.016,0.001
race,2_counties,Litchfield County,2018,other_race,6329,454,0.035,0.002
race,2_counties,Middlesex County,2018,total_pop,163368,0,NA,NA
race,2_counties,Middlesex County,2018,hispanic,9835,0,0.06,0
race,2_counties,Middlesex County,2018,white,137696,119,0.843,0.001
race,2_counties,Middlesex County,2018,black,8050,297,0.049,0.002
race,2_counties,Middlesex County,2018,other_race,7787,464,0.048,0.003
race,2_counties,New Haven County,2018,total_pop,859339,0,NA,NA
race,2_counties,New Haven County,2018,hispanic,151361,0,0.176,0
race,2_counties,New Haven County,2018,white,546120,493,0.636,0.001
race,2_counties,New Haven County,2018,black,106325,1160,0.124,0.001
race,2_counties,New Haven County,2018,other_race,55533,1708,0.065,0.002
race,2_counties,New London County,2018,total_pop,268881,0,NA,NA
race,2_counties,New London County,2018,hispanic,27762,0,0.103,0
race,2_counties,New London County,2018,white,204185,173,0.759,0.001
race,2_counties,New London County,2018,black,14219,653,0.053,0.002
race,2_counties,New London County,2018,other_race,22715,1033,0.084,0.004
race,2_counties,Tolland County,2018,total_pop,151269,0,NA,NA
race,2_counties,Tolland County,2018,hispanic,8086,0,0.053,0
race,2_counties,Tolland County,2018,white,128603,169,0.85,0.001
race,2_counties,Tolland County,2018,black,4299,287,0.028,0.002
race,2_counties,Tolland County,2018,other_race,10281,463,0.068,0.003
race,2_counties,Windham County,2018,total_pop,116538,0,NA,NA
race,2_counties,Windham County,2018,hispanic,13368,0,0.115,0
race,2_counties,Windham County,2018,white,96795,92,0.831,0.001
race,2_counties,Windham County,2018,black,2084,233,0.018,0.002
race,2_counties,Windham County,2018,other_race,4291,330,0.037,0.003
race,3_regions,Greater Bridgeport,2018,total_pop,323647,101,NA,NA
race,3_regions,Greater Bridgeport,2018,hispanic,75331,2063,0.233,0.006
race,3_regions,Greater Bridgeport,2018,white,167638,2193,0.518,0.007
race,3_regions,Greater Bridgeport,2018,black,59260,1936,0.183,0.006
race,3_regions,Greater Bridgeport,2018,other_race,21418,1707,0.066,0.005
race,3_regions,Greater New Haven,2018,total_pop,464425,190,NA,NA
race,3_regions,Greater New Haven,2018,hispanic,73418,2628,0.158,0.006
race,3_regions,Greater New Haven,2018,white,285827,2783,0.615,0.006
race,3_regions,Greater New Haven,2018,black,70574,2357,0.152,0.005
race,3_regions,Greater New Haven,2018,other_race,34606,1980,0.075,0.004
race,3_regions,Greater Waterbury,2018,total_pop,334123,322,NA,NA
race,3_regions,Greater Waterbury,2018,hispanic,53242,1973,0.159,0.006
race,3_regions,Greater Waterbury,2018,white,235918,2303,0.706,0.007
race,3_regions,Greater Waterbury,2018,black,27095,1497,0.081,0.004
race,3_regions,Greater Waterbury,2018,other_race,17868,1506,0.053,0.005
race,3_regions,Lower Naugatuck Valley,2018,total_pop,139751,93,NA,NA
race,3_regions,Lower Naugatuck Valley,2018,hispanic,17506,1544,0.125,0.011
race,3_regions,Lower Naugatuck Valley,2018,white,108743,1792,0.778,0.013
race,3_regions,Lower Naugatuck Valley,2018,black,6973,976,0.05,0.007
race,3_regions,Lower Naugatuck Valley,2018,other_race,6529,962,0.047,0.007
race,4_towns,Andover,2018,total_pop,3223,122,NA,NA
race,4_towns,Andover,2018,hispanic,107,79,0.033,0.024
race,4_towns,Andover,2018,white,3007,161,0.933,0.035
race,4_towns,Andover,2018,black,68,80,0.021,0.025
race,4_towns,Andover,2018,other_race,41,52,0.013,0.016
race,4_towns,Ansonia,2018,total_pop,18860,52,NA,NA
race,4_towns,Ansonia,2018,hispanic,4327,642,0.229,0.034
race,4_towns,Ansonia,2018,white,11540,668,0.612,0.035
race,4_towns,Ansonia,2018,black,2330,588,0.124,0.031
race,4_towns,Ansonia,2018,other_race,663,292,0.035,0.015
race,4_towns,Ashford,2018,total_pop,4234,20,NA,NA
race,4_towns,Ashford,2018,hispanic,233,131,0.055,0.031
race,4_towns,Ashford,2018,white,3846,192,0.908,0.045
race,4_towns,Ashford,2018,black,35,42,0.008,0.01
race,4_towns,Ashford,2018,other_race,120,88,0.028,0.021
race,4_towns,Avon,2018,total_pop,18338,27,NA,NA
race,4_towns,Avon,2018,hispanic,847,338,0.046,0.018
race,4_towns,Avon,2018,white,14727,457,0.803,0.025
race,4_towns,Avon,2018,black,140,119,0.008,0.006
race,4_towns,Avon,2018,other_race,2624,412,0.143,0.022
race,4_towns,Barkhamsted,2018,total_pop,3671,22,NA,NA
race,4_towns,Barkhamsted,2018,hispanic,36,52,0.01,0.014
race,4_towns,Barkhamsted,2018,white,3467,167,0.944,0.045
race,4_towns,Barkhamsted,2018,black,2,5,0.001,0.001
race,4_towns,Barkhamsted,2018,other_race,166,159,0.045,0.043
race,4_towns,Beacon Falls,2018,total_pop,6115,23,NA,NA
race,4_towns,Beacon Falls,2018,hispanic,174,186,0.028,0.03
race,4_towns,Beacon Falls,2018,white,5746,259,0.94,0.042
race,4_towns,Beacon Falls,2018,black,113,108,0.018,0.018
race,4_towns,Beacon Falls,2018,other_race,82,71,0.013,0.012
race,4_towns,Berlin,2018,total_pop,20519,22,NA,NA
race,4_towns,Berlin,2018,hispanic,975,288,0.048,0.014
race,4_towns,Berlin,2018,white,18627,473,0.908,0.023
race,4_towns,Berlin,2018,black,221,205,0.011,0.01
race,4_towns,Berlin,2018,other_race,696,271,0.034,0.013
race,4_towns,Bethany,2018,total_pop,5504,17,NA,NA
race,4_towns,Bethany,2018,hispanic,356,240,0.065,0.044
race,4_towns,Bethany,2018,white,4473,348,0.813,0.063
race,4_towns,Bethany,2018,black,68,81,0.012,0.015
race,4_towns,Bethany,2018,other_race,607,277,0.11,0.05
race,4_towns,Bethel,2018,total_pop,19551,32,NA,NA
race,4_towns,Bethel,2018,hispanic,1435,310,0.073,0.016
race,4_towns,Bethel,2018,white,16104,618,0.824,0.032
race,4_towns,Bethel,2018,black,447,340,0.023,0.017
race,4_towns,Bethel,2018,other_race,1565,394,0.08,0.02
race,4_towns,Bethlehem,2018,total_pop,3452,24,NA,NA
race,4_towns,Bethlehem,2018,hispanic,31,25,0.009,0.007
race,4_towns,Bethlehem,2018,white,3240,132,0.939,0.038
race,4_towns,Bethlehem,2018,black,34,43,0.01,0.012
race,4_towns,Bethlehem,2018,other_race,147,125,0.043,0.036
race,4_towns,Bloomfield,2018,total_pop,20952,37,NA,NA
race,4_towns,Bloomfield,2018,hispanic,1628,539,0.078,0.026
race,4_towns,Bloomfield,2018,white,6223,536,0.297,0.026
race,4_towns,Bloomfield,2018,black,11936,597,0.57,0.028
race,4_towns,Bloomfield,2018,other_race,1165,391,0.056,0.019
race,4_towns,Bolton,2018,total_pop,4928,21,NA,NA
race,4_towns,Bolton,2018,hispanic,339,183,0.069,0.037
race,4_towns,Bolton,2018,white,4379,217,0.889,0.044
race,4_towns,Bolton,2018,black,58,41,0.012,0.008
race,4_towns,Bolton,2018,other_race,152,123,0.031,0.025
race,4_towns,Bozrah,2018,total_pop,2567,17,NA,NA
race,4_towns,Bozrah,2018,hispanic,23,18,0.009,0.007
race,4_towns,Bozrah,2018,white,2338,116,0.911,0.045
race,4_towns,Bozrah,2018,black,68,81,0.026,0.032
race,4_towns,Bozrah,2018,other_race,138,81,0.054,0.032
race,4_towns,Branford,2018,total_pop,28094,28,NA,NA
race,4_towns,Branford,2018,hispanic,1449,526,0.052,0.019
race,4_towns,Branford,2018,white,24650,670,0.877,0.024
race,4_towns,Branford,2018,black,341,154,0.012,0.005
race,4_towns,Branford,2018,other_race,1654,520,0.059,0.019
race,4_towns,Bridgeport,2018,total_pop,146417,64,NA,NA
race,4_towns,Bridgeport,2018,hispanic,58534,1717,0.4,0.012
race,4_towns,Bridgeport,2018,white,29730,1420,0.203,0.01
race,4_towns,Bridgeport,2018,black,48114,1746,0.329,0.012
race,4_towns,Bridgeport,2018,other_race,10039,1225,0.069,0.008
race,4_towns,Bridgewater,2018,total_pop,1706,111,NA,NA
race,4_towns,Bridgewater,2018,hispanic,46,24,0.027,0.014
race,4_towns,Bridgewater,2018,white,1524,106,0.893,0.022
race,4_towns,Bridgewater,2018,black,69,77,0.04,0.045
race,4_towns,Bridgewater,2018,other_race,67,42,0.039,0.024
race,4_towns,Bristol,2018,total_pop,60308,42,NA,NA
race,4_towns,Bristol,2018,hispanic,9945,1055,0.165,0.017
race,4_towns,Bristol,2018,white,44820,1293,0.743,0.021
race,4_towns,Bristol,2018,black,2806,817,0.047,0.014
race,4_towns,Bristol,2018,other_race,2737,603,0.045,0.01
race,4_towns,Brookfield,2018,total_pop,17013,42,NA,NA
race,4_towns,Brookfield,2018,hispanic,1048,354,0.062,0.021
race,4_towns,Brookfield,2018,white,14580,501,0.857,0.029
race,4_towns,Brookfield,2018,black,211,135,0.012,0.008
race,4_towns,Brookfield,2018,other_race,1174,368,0.069,0.022
race,4_towns,Brooklyn,2018,total_pop,8243,28,NA,NA
race,4_towns,Brooklyn,2018,hispanic,178,66,0.022,0.008
race,4_towns,Brooklyn,2018,white,7534,283,0.914,0.034
race,4_towns,Brooklyn,2018,black,172,85,0.021,0.01
race,4_towns,Brooklyn,2018,other_race,359,230,0.044,0.028
race,4_towns,Burlington,2018,total_pop,9607,22,NA,NA
race,4_towns,Burlington,2018,hispanic,268,157,0.028,0.016
race,4_towns,Burlington,2018,white,9023,236,0.939,0.024
race,4_towns,Burlington,2018,black,73,95,0.008,0.01
race,4_towns,Burlington,2018,other_race,243,128,0.025,0.013
race,4_towns,Canaan,2018,total_pop,1196,127,NA,NA
race,4_towns,Canaan,2018,hispanic,10,13,0.008,0.011
race,4_towns,Canaan,2018,white,1112,121,0.93,0.022
race,4_towns,Canaan,2018,black,41,41,0.034,0.034
race,4_towns,Canaan,2018,other_race,33,33,0.028,0.027
race,4_towns,Canterbury,2018,total_pop,5074,22,NA,NA
race,4_towns,Canterbury,2018,hispanic,30,24,0.006,0.005
race,4_towns,Canterbury,2018,white,4839,105,0.954,0.02
race,4_towns,Canterbury,2018,black,60,59,0.012,0.012
race,4_towns,Canterbury,2018,other_race,145,89,0.029,0.018
race,4_towns,Canton,2018,total_pop,10306,21,NA,NA
race,4_towns,Canton,2018,hispanic,484,272,0.047,0.026
race,4_towns,Canton,2018,white,8885,557,0.862,0.054
race,4_towns,Canton,2018,black,274,240,0.027,0.023
race,4_towns,Canton,2018,other_race,663,421,0.064,0.041
race,4_towns,Chaplin,2018,total_pop,2329,151,NA,NA
race,4_towns,Chaplin,2018,hispanic,183,108,0.079,0.046
race,4_towns,Chaplin,2018,white,2092,186,0.898,0.055
race,4_towns,Chaplin,2018,black,0,12,0,0.005
race,4_towns,Chaplin,2018,other_race,54,40,0.023,0.017
race,4_towns,Cheshire,2018,total_pop,29208,45,NA,NA
race,4_towns,Cheshire,2018,hispanic,1207,309,0.041,0.011
race,4_towns,Cheshire,2018,white,23518,526,0.805,0.018
race,4_towns,Cheshire,2018,black,1376,304,0.047,0.01
race,4_towns,Cheshire,2018,other_race,3107,462,0.106,0.016
race,4_towns,Chester,2018,total_pop,4268,27,NA,NA
race,4_towns,Chester,2018,hispanic,137,98,0.032,0.023
race,4_towns,Chester,2018,white,4030,123,0.944,0.028
race,4_towns,Chester,2018,black,19,23,0.004,0.005
race,4_towns,Chester,2018,other_race,82,84,0.019,0.02
race,4_towns,Clinton,2018,total_pop,12976,32,NA,NA
race,4_towns,Clinton,2018,hispanic,1203,347,0.093,0.027
race,4_towns,Clinton,2018,white,11379,398,0.877,0.031
race,4_towns,Clinton,2018,black,56,50,0.004,0.004
race,4_towns,Clinton,2018,other_race,338,133,0.026,0.01
race,4_towns,Colchester,2018,total_pop,15927,20,NA,NA
race,4_towns,Colchester,2018,hispanic,574,244,0.036,0.015
race,4_towns,Colchester,2018,white,14390,385,0.903,0.024
race,4_towns,Colchester,2018,black,248,112,0.016,0.007
race,4_towns,Colchester,2018,other_race,715,302,0.045,0.019
race,4_towns,Colebrook,2018,total_pop,1518,155,NA,NA
race,4_towns,Colebrook,2018,hispanic,29,23,0.019,0.015
race,4_towns,Colebrook,2018,white,1467,160,0.966,0.037
race,4_towns,Colebrook,2018,black,9,14,0.006,0.009
race,4_towns,Colebrook,2018,other_race,13,33,0.009,0.022
race,4_towns,Columbia,2018,total_pop,5421,21,NA,NA
race,4_towns,Columbia,2018,hispanic,452,276,0.083,0.051
race,4_towns,Columbia,2018,white,4910,294,0.906,0.054
race,4_towns,Columbia,2018,black,7,15,0.001,0.003
race,4_towns,Columbia,2018,other_race,52,89,0.01,0.016
race,4_towns,Cornwall,2018,total_pop,1302,127,NA,NA
race,4_towns,Cornwall,2018,hispanic,94,75,0.072,0.057
race,4_towns,Cornwall,2018,white,1169,106,0.898,0.12
race,4_towns,Cornwall,2018,black,9,9,0.007,0.007
race,4_towns,Cornwall,2018,other_race,30,32,0.023,0.024
race,4_towns,Coventry,2018,total_pop,12422,32,NA,NA
race,4_towns,Coventry,2018,hispanic,524,291,0.042,0.023
race,4_towns,Coventry,2018,white,11580,340,0.932,0.027
race,4_towns,Coventry,2018,black,46,57,0.004,0.005
race,4_towns,Coventry,2018,other_race,272,191,0.022,0.015
race,4_towns,Cromwell,2018,total_pop,13973,26,NA,NA
race,4_towns,Cromwell,2018,hispanic,1364,353,0.098,0.025
race,4_towns,Cromwell,2018,white,11156,463,0.798,0.033
race,4_towns,Cromwell,2018,black,833,243,0.06,0.017
race,4_towns,Cromwell,2018,other_race,620,237,0.044,0.017
race,4_towns,Danbury,2018,total_pop,84479,39,NA,NA
race,4_towns,Danbury,2018,hispanic,25518,1349,0.302,0.016
race,4_towns,Danbury,2018,white,42568,1549,0.504,0.018
race,4_towns,Danbury,2018,black,6880,1241,0.081,0.015
race,4_towns,Danbury,2018,other_race,9513,1073,0.113,0.013
race,4_towns,Darien,2018,total_pop,21759,45,NA,NA
race,4_towns,Darien,2018,hispanic,791,266,0.036,0.012
race,4_towns,Darien,2018,white,19341,378,0.889,0.017
race,4_towns,Darien,2018,black,181,112,0.008,0.005
race,4_towns,Darien,2018,other_race,1446,329,0.066,0.015
race,4_towns,Deep River,2018,total_pop,4493,29,NA,NA
race,4_towns,Deep River,2018,hispanic,175,109,0.039,0.024
race,4_towns,Deep River,2018,white,4058,194,0.903,0.043
race,4_towns,Deep River,2018,black,113,93,0.025,0.021
race,4_towns,Deep River,2018,other_race,147,97,0.033,0.022
race,4_towns,Derby,2018,total_pop,12596,35,NA,NA
race,4_towns,Derby,2018,hispanic,2920,677,0.232,0.054
race,4_towns,Derby,2018,white,8362,739,0.664,0.059
race,4_towns,Derby,2018,black,628,357,0.05,0.028
race,4_towns,Derby,2018,other_race,686,409,0.054,0.032
race,4_towns,Durham,2018,total_pop,7248,17,NA,NA
race,4_towns,Durham,2018,hispanic,98,88,0.014,0.012
race,4_towns,Durham,2018,white,6990,195,0.964,0.027
race,4_towns,Durham,2018,black,7,14,0.001,0.002
race,4_towns,Durham,2018,other_race,153,136,0.021,0.019
race,4_towns,East Granby,2018,total_pop,5256,148,NA,NA
race,4_towns,East Granby,2018,hispanic,355,256,0.068,0.049
race,4_towns,East Granby,2018,white,4442,348,0.845,0.062
race,4_towns,East Granby,2018,black,119,137,0.023,0.026
race,4_towns,East Granby,2018,other_race,340,195,0.065,0.037
race,4_towns,East Haddam,2018,total_pop,9032,20,NA,NA
race,4_towns,East Haddam,2018,hispanic,330,218,0.037,0.024
race,4_towns,East Haddam,2018,white,8487,267,0.94,0.029
race,4_towns,East Haddam,2018,black,60,71,0.007,0.008
race,4_towns,East Haddam,2018,other_race,155,145,0.017,0.016
race,4_towns,East Hampton,2018,total_pop,12856,26,NA,NA
race,4_towns,East Hampton,2018,hispanic,401,177,0.031,0.014
race,4_towns,East Hampton,2018,white,11763,373,0.915,0.029
race,4_towns,East Hampton,2018,black,170,133,0.013,0.01
race,4_towns,East Hampton,2018,other_race,522,243,0.041,0.019
race,4_towns,East Hartford,2018,total_pop,50453,48,NA,NA
race,4_towns,East Hartford,2018,hispanic,18029,946,0.357,0.019
race,4_towns,East Hartford,2018,white,17262,965,0.342,0.019
race,4_towns,East Hartford,2018,black,11943,950,0.237,0.019
race,4_towns,East Hartford,2018,other_race,3219,589,0.064,0.012
race,4_towns,East Haven,2018,total_pop,28860,31,NA,NA
race,4_towns,East Haven,2018,hispanic,4431,722,0.154,0.025
race,4_towns,East Haven,2018,white,22116,801,0.766,0.028
race,4_towns,East Haven,2018,black,683,344,0.024,0.012
race,4_towns,East Haven,2018,other_race,1630,502,0.056,0.017
race,4_towns,East Lyme,2018,total_pop,18766,64,NA,NA
race,4_towns,East Lyme,2018,hispanic,1220,329,0.065,0.018
race,4_towns,East Lyme,2018,white,15401,405,0.821,0.021
race,4_towns,East Lyme,2018,black,729,234,0.039,0.012
race,4_towns,East Lyme,2018,other_race,1416,262,0.075,0.014
race,4_towns,East Windsor,2018,total_pop,11379,40,NA,NA
race,4_towns,East Windsor,2018,hispanic,724,357,0.064,0.031
race,4_towns,East Windsor,2018,white,8804,492,0.774,0.043
race,4_towns,East Windsor,2018,black,916,401,0.08,0.035
race,4_towns,East Windsor,2018,other_race,935,245,0.082,0.022
race,4_towns,Eastford,2018,total_pop,1721,118,NA,NA
race,4_towns,Eastford,2018,hispanic,71,39,0.041,0.022
race,4_towns,Eastford,2018,white,1634,131,0.949,0.039
race,4_towns,Eastford,2018,black,3,4,0.002,0.002
race,4_towns,Eastford,2018,other_race,13,26,0.008,0.015
race,4_towns,Easton,2018,total_pop,7558,31,NA,NA
race,4_towns,Easton,2018,hispanic,363,208,0.048,0.028
race,4_towns,Easton,2018,white,6917,243,0.915,0.032
race,4_towns,Easton,2018,black,2,4,0,0.001
race,4_towns,Easton,2018,other_race,276,138,0.037,0.018
race,4_towns,Ellington,2018,total_pop,16041,23,NA,NA
race,4_towns,Ellington,2018,hispanic,803,322,0.05,0.02
race,4_towns,Ellington,2018,white,13781,493,0.859,0.031
race,4_towns,Ellington,2018,black,234,151,0.015,0.009
race,4_towns,Ellington,2018,other_race,1223,419,0.076,0.026
race,4_towns,Enfield,2018,total_pop,44455,38,NA,NA
race,4_towns,Enfield,2018,hispanic,4474,692,0.101,0.016
race,4_towns,Enfield,2018,white,34298,819,0.772,0.018
race,4_towns,Enfield,2018,black,3002,469,0.068,0.011
race,4_towns,Enfield,2018,other_race,2681,539,0.06,0.012
race,4_towns,Essex,2018,total_pop,6599,36,NA,NA
race,4_towns,Essex,2018,hispanic,254,145,0.038,0.022
race,4_towns,Essex,2018,white,5861,355,0.888,0.054
race,4_towns,Essex,2018,black,241,263,0.037,0.04
race,4_towns,Essex,2018,other_race,243,139,0.037,0.021
race,4_towns,Fairfield,2018,total_pop,61598,37,NA,NA
race,4_towns,Fairfield,2018,hispanic,3595,519,0.058,0.008
race,4_towns,Fairfield,2018,white,52626,862,0.854,0.014
race,4_towns,Fairfield,2018,black,1104,284,0.018,0.005
race,4_towns,Fairfield,2018,other_race,4273,577,0.069,0.009
race,4_towns,Farmington,2018,total_pop,25546,27,NA,NA
race,4_towns,Farmington,2018,hispanic,1328,487,0.052,0.019
race,4_towns,Farmington,2018,white,20327,643,0.796,0.025
race,4_towns,Farmington,2018,black,467,152,0.018,0.006
race,4_towns,Farmington,2018,other_race,3424,423,0.134,0.017
race,4_towns,Franklin,2018,total_pop,1842,93,NA,NA
race,4_towns,Franklin,2018,hispanic,62,37,0.034,0.02
race,4_towns,Franklin,2018,white,1723,96,0.935,0.022
race,4_towns,Franklin,2018,black,16,18,0.009,0.01
race,4_towns,Franklin,2018,other_race,41,27,0.022,0.015
race,4_towns,Glastonbury,2018,total_pop,34578,34,NA,NA
race,4_towns,Glastonbury,2018,hispanic,1886,552,0.055,0.016
race,4_towns,Glastonbury,2018,white,28620,730,0.828,0.021
race,4_towns,Glastonbury,2018,black,591,196,0.017,0.006
race,4_towns,Glastonbury,2018,other_race,3481,395,0.101,0.011
race,4_towns,Goshen,2018,total_pop,2903,21,NA,NA
race,4_towns,Goshen,2018,hispanic,140,121,0.048,0.042
race,4_towns,Goshen,2018,white,2616,148,0.901,0.051
race,4_towns,Goshen,2018,black,10,14,0.003,0.005
race,4_towns,Goshen,2018,other_race,137,94,0.047,0.032
race,4_towns,Granby,2018,total_pop,11305,51,NA,NA
race,4_towns,Granby,2018,hispanic,84,63,0.007,0.006
race,4_towns,Granby,2018,white,10825,205,0.958,0.018
race,4_towns,Granby,2018,black,50,41,0.004,0.004
race,4_towns,Granby,2018,other_race,346,185,0.031,0.016
race,4_towns,Greenwich,2018,total_pop,62574,41,NA,NA
race,4_towns,Greenwich,2018,hispanic,8640,839,0.138,0.013
race,4_towns,Greenwich,2018,white,45534,1119,0.728,0.018
race,4_towns,Greenwich,2018,black,2076,540,0.033,0.009
race,4_towns,Greenwich,2018,other_race,6324,649,0.101,0.01
race,4_towns,Griswold,2018,total_pop,11693,29,NA,NA
race,4_towns,Griswold,2018,hispanic,285,146,0.024,0.012
race,4_towns,Griswold,2018,white,10138,428,0.867,0.037
race,4_towns,Griswold,2018,black,202,215,0.017,0.018
race,4_towns,Griswold,2018,other_race,1068,375,0.091,0.032
race,4_towns,Groton,2018,total_pop,39105,43,NA,NA
race,4_towns,Groton,2018,hispanic,5259,732,0.134,0.019
race,4_towns,Groton,2018,white,27470,804,0.702,0.021
race,4_towns,Groton,2018,black,2728,478,0.07,0.012
race,4_towns,Groton,2018,other_race,3648,552,0.093,0.014
race,4_towns,Guilford,2018,total_pop,22285,42,NA,NA
race,4_towns,Guilford,2018,hispanic,1085,333,0.049,0.015
race,4_towns,Guilford,2018,white,19683,550,0.883,0.025
race,4_towns,Guilford,2018,black,213,202,0.01,0.009
race,4_towns,Guilford,2018,other_race,1304,443,0.059,0.02
race,4_towns,Haddam,2018,total_pop,8267,28,NA,NA
race,4_towns,Haddam,2018,hispanic,230,170,0.028,0.021
race,4_towns,Haddam,2018,white,7670,258,0.928,0.031
race,4_towns,Haddam,2018,black,63,53,0.008,0.006
race,4_towns,Haddam,2018,other_race,304,197,0.037,0.024
race,4_towns,Hamden,2018,total_pop,61206,55,NA,NA
race,4_towns,Hamden,2018,hispanic,7199,813,0.118,0.013
race,4_towns,Hamden,2018,white,34630,997,0.566,0.016
race,4_towns,Hamden,2018,black,14595,1151,0.238,0.019
race,4_towns,Hamden,2018,other_race,4782,722,0.078,0.012
race,4_towns,Hampton,2018,total_pop,1861,103,NA,NA
race,4_towns,Hampton,2018,hispanic,56,30,0.03,0.016
race,4_towns,Hampton,2018,white,1736,112,0.933,0.031
race,4_towns,Hampton,2018,black,6,8,0.003,0.004
race,4_towns,Hampton,2018,other_race,63,41,0.034,0.022
race,4_towns,Hartford,2018,total_pop,123628,62,NA,NA
race,4_towns,Hartford,2018,hispanic,55074,1313,0.445,0.011
race,4_towns,Hartford,2018,white,18261,1061,0.148,0.009
race,4_towns,Hartford,2018,black,42843,1300,0.347,0.011
race,4_towns,Hartford,2018,other_race,7450,888,0.06,0.007
race,4_towns,Hartland,2018,total_pop,2041,150,NA,NA
race,4_towns,Hartland,2018,hispanic,26,33,0.013,0.016
race,4_towns,Hartland,2018,white,1857,130,0.91,0.092
race,4_towns,Hartland,2018,black,5,6,0.002,0.003
race,4_towns,Hartland,2018,other_race,153,121,0.075,0.059
race,4_towns,Harwinton,2018,total_pop,5469,31,NA,NA
race,4_towns,Harwinton,2018,hispanic,55,45,0.01,0.008
race,4_towns,Harwinton,2018,white,5220,172,0.954,0.031
race,4_towns,Harwinton,2018,black,128,151,0.023,0.028
race,4_towns,Harwinton,2018,other_race,66,69,0.012,0.013
race,4_towns,Hebron,2018,total_pop,9522,19,NA,NA
race,4_towns,Hebron,2018,hispanic,134,79,0.014,0.008
race,4_towns,Hebron,2018,white,9063,166,0.952,0.017
race,4_towns,Hebron,2018,black,23,24,0.002,0.003
race,4_towns,Hebron,2018,other_race,302,143,0.032,0.015
race,4_towns,Kent,2018,total_pop,2824,18,NA,NA
race,4_towns,Kent,2018,hispanic,116,217,0.041,0.077
race,4_towns,Kent,2018,white,2337,308,0.828,0.109
race,4_towns,Kent,2018,black,187,209,0.066,0.074
race,4_towns,Kent,2018,other_race,184,125,0.065,0.044
race,4_towns,Killingly,2018,total_pop,17170,23,NA,NA
race,4_towns,Killingly,2018,hispanic,620,304,0.036,0.018
race,4_towns,Killingly,2018,white,15185,568,0.884,0.033
race,4_towns,Killingly,2018,black,303,149,0.018,0.009
race,4_towns,Killingly,2018,other_race,1062,365,0.062,0.021
race,4_towns,Killingworth,2018,total_pop,6414,20,NA,NA
race,4_towns,Killingworth,2018,hispanic,82,73,0.013,0.011
race,4_towns,Killingworth,2018,white,6183,118,0.964,0.018
race,4_towns,Killingworth,2018,black,28,44,0.004,0.007
race,4_towns,Killingworth,2018,other_race,121,88,0.019,0.014
race,4_towns,Lebanon,2018,total_pop,7256,40,NA,NA
race,4_towns,Lebanon,2018,hispanic,169,110,0.023,0.015
race,4_towns,Lebanon,2018,white,6849,218,0.944,0.03
race,4_towns,Lebanon,2018,black,31,46,0.004,0.006
race,4_towns,Lebanon,2018,other_race,207,153,0.029,0.021
race,4_towns,Ledyard,2018,total_pop,14850,38,NA,NA
race,4_towns,Ledyard,2018,hispanic,782,223,0.053,0.015
